"";"COD_CLIENTE";"CAT_EDAD";"ESTADO_CIVIL";"NIVEL_ESTUDIOS";"RANGO_INGRESOS";"SEXO";"probabilidad";"potencial"
"5999";"CLI0044527251";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6000";"CLI0016683835";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"6001";"CLI0006255473";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,253651790432878;0
"6002";"CLI0029571667";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"6003";"CLI0008258482";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301787286134449;0
"6004";"CLI0010662507";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,687583697827681;0
"6005";"CLI0019325921";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"6006";"CLI0042529466";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6007";"CLI0071478501";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"6008";"CLI0048057799";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[1000-2000>";"HOMBRE";0,141005059793987;0
"6009";"CLI0047516174";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6010";"CLI0042663212";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE";0,125673400250772;0
"6011";"CLI0010742978";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"6012";"CLI0043989630";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301705502412516;0
"6013";"CLI0008413327";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";"MUJER";0,495478917251248;0
"6014";"CLI0046399573";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6015";"CLI0040873928";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,560004986469388;0
"6016";"CLI0043257052";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"6017";"CLI0040785658";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,687583697827681;0
"6018";"CLI0043433867";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6019";"CLI0041614215";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6020";"CLI0022090523";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"6021";"CLI0042367649";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6022";"CLI0061833390";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,186077881951427;0
"6023";"CLI0021426768";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,078516554738811;0
"6024";"CLI0010531648";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,078516554738811;0
"6025";"CLI0047572323";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6026";"CLI0041403722";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,302583193869692;0
"6027";"CLI0071243689";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204449460627603;0
"6028";"CLI0045029260";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6029";"CLI0000055356";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204512602166266;0
"6030";"CLI0004075278";"3_30_40";"CASADO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,638011422838764;0
"6031";"CLI0042359161";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"6032";"CLI0046531322";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"6033";"CLI0017985944";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,362971812058529;0
"6034";"CLI0015725902";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"6035";"CLI0025459304";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE";0,164256226805519;0
"6036";"CLI0015341709";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,16219871002713;0
"6037";"CLI0077155158";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"HOMBRE";0,144335290599613;0
"6038";"CLI0047130694";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"6039";"CLI0032910232";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201925577132251;0
"6040";"CLI0072788465";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,226897491299519;0
"6041";"CLI0009357040";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,13011454106374;0
"6042";"CLI0044628204";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301705502412516;0
"6043";"CLI0020117566";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,432343014466685;0
"6044";"CLI0034100671";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER";0,187429981436527;0
"6045";"CLI0044140711";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197511856002439;0
"6046";"CLI0003607660";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"6047";"CLI0016668341";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"6048";"CLI0017865204";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,500060048724275;0
"6049";"CLI0044027351";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"6050";"CLI0040606580";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6051";"CLI0080283978";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,306464191915802;0
"6052";"CLI0045313883";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"6053";"CLI0015987586";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"MUJER";0,499244857609438;0
"6054";"CLI0045143955";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6055";"CLI0047574955";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6056";"CLI0003575771";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"6057";"CLI0006011915";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301787286134449;0
"6058";"CLI0030422894";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,131829105834606;0
"6059";"CLI0018095666";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301787286134449;0
"6060";"CLI0043413711";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,079824167618976;0
"6061";"CLI0008034997";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"6062";"CLI0042217500";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6063";"CLI0032856900";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";"MUJER";0,205964757093349;0
"6064";"CLI0009834719";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6065";"CLI0045929553";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,226897491299519;0
"6066";"CLI0073895793";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"6067";"CLI0046257085";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6068";"CLI0072259051";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"6069";"CLI0008718190";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"MUJER";0,499244857609438;0
"6070";"CLI0041867243";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6071";"CLI0041506005";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6072";"CLI0070766724";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6073";"CLI0003642407";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301787286134449;0
"6074";"CLI0008079434";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";"MUJER";0,495478917251248;0
"6075";"CLI0010160588";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"6076";"CLI0047797681";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"6077";"CLI0009269409";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"6078";"CLI0042277999";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6079";"CLI0041999799";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6080";"CLI0047599267";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER";0,205901283261083;0
"6081";"CLI0042839528";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,693402455354038;0
"6082";"CLI0040811419";"3_30_40";"CASADO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,65928528525191;0
"6083";"CLI0025491022";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301787286134449;0
"6084";"CLI0023994480";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,078516554738811;0
"6085";"CLI0030863455";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6086";"CLI0070294199";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"6087";"CLI0020063511";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6088";"CLI0041024575";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,687583697827681;0
"6089";"CLI0041917749";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"6090";"CLI0040888655";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,560004986469388;0
"6091";"CLI0044293149";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"MUJER";0,30488867681578;0
"6092";"CLI0041794217";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,43684584365207;0
"6093";"CLI0076726667";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,115226869500755;0
"6094";"CLI0010334176";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6095";"CLI0042298237";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,43684584365207;0
"6096";"CLI0044453977";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204449460627603;0
"6097";"CLI0022247099";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,132202749453623;0
"6098";"CLI0010010424";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,560004986469388;0
"6099";"CLI0041716673";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,560004986469388;0
"6100";"CLI0043576347";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6101";"CLI0010717244";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"6102";"CLI0008217824";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"HOMBRE";0,362218184289047;0
"6103";"CLI0018202276";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER";0,228531370061312;0
"6104";"CLI0010718291";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6105";"CLI0032825256";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,500060048724275;0
"6106";"CLI0046512128";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE";0,125673400250772;0
"6107";"CLI0041438698";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,687583697827681;0
"6108";"CLI0027246003";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,132202749453623;0
"6109";"CLI0070247098";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,143239269744301;0
"6110";"CLI0040203902";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6111";"CLI0009836809";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"6112";"CLI0009628074";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER";0,304970946559129;0
"6113";"CLI0042509935";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"MUJER";0,30488867681578;0
"6114";"CLI0009239950";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"6115";"CLI0044619695";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6116";"CLI0046166935";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"MUJER";0,30488867681578;0
"6117";"CLI0043263444";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,164704342402016;0
"6118";"CLI0002897396";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6119";"CLI0046365138";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204449460627603;0
"6120";"CLI0046013539";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"6121";"CLI0040331420";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"6122";"CLI0046001404";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6123";"CLI0040599944";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,560004986469388;0
"6124";"CLI0010690327";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,835880185181465;1
"6125";"CLI0040443750";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,306464191915802;0
"6126";"CLI0032990029";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6127";"CLI0045697192";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197511856002439;0
"6128";"CLI0043386815";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6129";"CLI0042418283";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6130";"CLI0048298129";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,186077881951427;0
"6131";"CLI0046029310";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"6132";"CLI0042075807";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE";0,12869578116953;0
"6133";"CLI0047758119";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"6134";"CLI0029615606";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,132202749453623;0
"6135";"CLI0019881233";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE";0,125716057392845;0
"6136";"CLI0042346603";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6137";"CLI0044369821";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6138";"CLI0026729444";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6139";"CLI0047403379";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"6140";"CLI0018009326";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,0798526835562102;0
"6141";"CLI0043931360";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"6142";"CLI0007490176";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6143";"CLI0021431080";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"6144";"R_10412757110";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE";0,305771573569545;0
"6145";"CLI0016402358";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"<600";"HOMBRE";0,0805092670667194;0
"6146";"CLI0043045026";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,143286912117588;0
"6147";"CLI0048085831";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,186077881951427;0
"6148";"CLI0032824619";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307555244095643;0
"6149";"CLI0080573002";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,226965587739682;0
"6150";"CLI0042360579";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,562999818208214;0
"6151";"CLI0046857167";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6152";"CLI0040545896";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6153";"CLI0029260313";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,253651790432878;0
"6154";"CLI0070869861";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,226897491299519;0
"6155";"CLI0016691775";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6156";"CLI0016407566";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307555244095643;0
"6157";"CLI0002882351";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"6158";"CLI0009910052";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"6159";"CLI0007054938";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"6160";"CLI0022083431";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204512602166266;0
"6161";"CLI0041328333";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,566926680557411;0
"6162";"CLI0044797504";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"6163";"CLI0071996758";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[1000-2000>";"HOMBRE";0,141005059793987;0
"6164";"CLI0009228658";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,253651790432878;0
"6165";"CLI0000482735";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"6166";"CLI0010055268";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE";0,42269227790594;0
"6167";"CLI0045914691";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6168";"CLI0075664989";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,186077881951427;0
"6169";"CLI0009273813";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"6170";"CLI0002772951";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"6171";"CLI0004405734";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,164704342402016;0
"6172";"CLI0044861764";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6173";"CLI0041690375";"3_30_40";"CASADO";"SECUNDARIA";">=2000";"HOMBRE";0,743053251817018;0
"6174";"CLI0016708960";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,306464191915802;0
"6175";"CLI0046879706";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6176";"CLI0010658023";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"6177";"CLI0074441710";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,186077881951427;0
"6178";"CLI0070028696";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6179";"CLI0047266441";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197511856002439;0
"6180";"CLI0040689973";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6181";"CLI0074147053";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER";0,228462942679187;0
"6182";"CLI0017402804";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204512602166266;0
"6183";"CLI0005375671";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,427170231874375;0
"6184";"CLI0040955621";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER";0,562422108430558;0
"6185";"CLI0009693536";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"6186";"CLI0016762266";"3_30_40";"SOLTERO";"UNIVERSIDAD";"<600";"HOMBRE";0,308359645533993;0
"6187";"CLI0027577343";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"6188";"CLI0040503479";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,835880185181465;1
"6189";"CLI0041640511";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"6190";"CLI0004648014";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,13011454106374;0
"6191";"CLI0009884670";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE";0,164256226805519;0
"6192";"CLI0040640952";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,302583193869692;0
"6193";"CLI0006916002";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE";0,164256226805519;0
"6194";"CLI0021259666";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,362971812058529;0
"6195";"CLI0047341219";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"6196";"CLI0044832219";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6197";"CLI0041784244";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,432343014466685;0
"6198";"CLI0080374076";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,566926680557411;0
"6199";"CLI0006588155";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127744040952476;0
"6200";"CLI0070980194";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,226897491299519;0
"6201";"CLI0042978274";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"6202";"CLI0041950400";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6203";"CLI0025765311";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"6204";"CLI0048320686";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,143239269744301;0
"6205";"CLI0048201792";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"6206";"CLI0025218271";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,687583697827681;0
"6207";"CLI0006255014";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"6208";"CLI0043101973";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,199910438247119;0
"6209";"CLI0004021337";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,132202749453623;0
"6210";"R_10442730089";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"6211";"CLI0010424491";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,362971812058529;0
"6212";"CLI0041524578";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"6213";"CLI0073446744";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,143239269744301;0
"6214";"CLI0041207062";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER";0,562422108430558;0
