"";"COD_CLIENTE";"CAT_EDAD";"ESTADO_CIVIL";"NIVEL_ESTUDIOS";"RANGO_INGRESOS";"SEXO";"probabilidad";"potencial"
"3717";"CLI0042250483";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"3718";"CLI0041225085";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"3719";"CLI0040031817";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,436043823231173;0
"3720";"CLI0009555824";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,226965587739682;0
"3721";"CLI0018112734";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"MUJER";0,499244857609438;0
"3722";"CLI0006872468";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER";0,304970946559129;0
"3723";"CLI0009247490";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";"MUJER";0,495478917251248;0
"3724";"CLI0040559757";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,427170231874375;0
"3725";"CLI0048495360";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,186077881951427;0
"3726";"CLI0046833633";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3727";"CLI0046566477";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"3728";"CLI0080553546";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3729";"CLI0020658301";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,078516554738811;0
"3730";"CLI0073066494";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"HOMBRE";0,144335290599613;0
"3731";"CLI0043249130";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"3732";"CLI0019813076";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,131829105834606;0
"3733";"CLI0080353887";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204512602166266;0
"3734";"CLI0021574574";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,566926680557411;0
"3735";"CLI0024485537";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"3736";"CLI0046896122";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3737";"CLI0020106525";"3_30_40";"SOLTERO";"PRIMARIA";">=2000";"HOMBRE";0,426372526009724;0
"3738";"CLI0029363833";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"3739";"CLI0047315833";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204449460627603;0
"3740";"CLI0008548887";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,253651790432878;0
"3741";"CLI0003893354";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,13011454106374;0
"3742";"CLI0047014618";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"3743";"CLI0004069845";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,131829105834606;0
"3744";"CLI0045552201";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3745";"CLI0020121742";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"3746";"CLI0010466850";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,436043823231173;0
"3747";"CLI0043381367";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,432343014466685;0
"3748";"CLI0046241431";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"3749";"CLI0047318304";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE";0,12869578116953;0
"3750";"CLI0047910879";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER";0,228462942679187;0
"3751";"CLI0048121408";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,115226869500755;0
"3752";"CLI0019098668";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,560004986469388;0
"3753";"CLI0047812289";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204449460627603;0
"3754";"CLI0009366882";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,131829105834606;0
"3755";"CLI0030424467";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,362971812058529;0
"3756";"CLI0006666150";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,13011454106374;0
"3757";"CLI0001115783";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,253651790432878;0
"3758";"CLI0002892215";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"3759";"CLI0045960242";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"3760";"CLI0080447461";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204512602166266;0
"3761";"CLI0041082618";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,427170231874375;0
"3762";"CLI0009687832";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,0798526835562102;0
"3763";"CLI0043603632";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,0798526835562102;0
"3764";"CLI0040273866";"3_30_40";"SOLTERO";"PRIMARIA";">=2000";"HOMBRE";0,426372526009724;0
"3765";"CLI0010650936";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"3766";"CLI0009349163";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"3767";"CLI0080192357";"3_30_40";"SOLTERO";"PRIMARIA";"<600";"MUJER";0,569111146384486;0
"3768";"CLI0042087911";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE";0,125673400250772;0
"3769";"CLI0023259072";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,500060048724275;0
"3770";"CLI0040585861";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,306464191915802;0
"3771";"CLI0009349519";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3772";"CLI0028290661";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"3773";"CLI0025834993";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,835880185181465;1
"3774";"CLI0009924220";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"3775";"CLI0001296183";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,302583193869692;0
"3776";"CLI0047339561";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE";0,12869578116953;0
"3777";"CLI0479115177";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER";0,187429981436527;0
"3778";"CLI0002651580";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,257136580638721;0
"3779";"CLI0047589866";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"3780";"CLI0009395511";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,131829105834606;0
"3781";"CLI0021447395";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"MUJER";0,499244857609438;0
"3782";"CLI0010258039";"3_30_40";"CASADO";"SECUNDARIA";"[1000-2000>";"MUJER";0,833350778879862;1
"3783";"CLI0047623491";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"3784";"CLI0046718057";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER";0,205901283261083;0
"3785";"CLI0032119228";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"3786";"CLI0020038115";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3787";"CLI0029457516";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE";0,164256226805519;0
"3788";"CLI0008517823";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3789";"CLI0045912106";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,199910438247119;0
"3790";"CLI0048111677";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER";0,187429981436527;0
"3791";"CLI0045565755";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"3792";"CLI0023997029";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,0798526835562102;0
"3793";"CLI0047701905";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"HOMBRE";0,144335290599613;0
"3794";"CLI0009824623";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3795";"CLI0004307189";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER";0,562422108430558;0
"3796";"CLI0042123426";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"3797";"CLI0045820003";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,199910438247119;0
"3798";"CLI0041685505";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,562999818208214;0
"3799";"CLI0008161220";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,302583193869692;0
"3800";"CLI0019681403";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3801";"CLI0006326096";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"<600";"MUJER";0,133227454166587;0
"3802";"CLI0005397564";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"3803";"CLI0044110339";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"3804";"CLI0009879871";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE";0,305771573569545;0
"3805";"CLI0070285473";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"3806";"CLI0043178231";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3807";"CLI0044196226";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"3808";"CLI0022291773";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"MUJER";0,256514211001729;0
"3809";"CLI0045126924";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"3810";"CLI0042773907";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER";0,201485036730274;0
"3811";"CLI0074659726";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,115226869500755;0
"3812";"CLI0047566848";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"3813";"CLI0041347041";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,436043823231173;0
"3814";"CLI0009619419";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,131829105834606;0
"3815";"CLI0008136982";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3816";"CLI0000432126";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127744040952476;0
"3817";"CLI0020108595";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,302583193869692;0
"3818";"CLI0032867899";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,500060048724275;0
"3819";"CLI0044105190";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"3820";"CLI0070890085";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE";0,12869578116953;0
"3821";"CLI0018847883";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,0798526835562102;0
"3822";"CLI0000009890";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"MUJER";0,256514211001729;0
"3823";"CLI0009715409";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,131829105834606;0
"3824";"CLI0041647213";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,687583697827681;0
"3825";"CLI0025502401";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER";0,20154749468729;0
"3826";"CLI0044670977";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204449460627603;0
"3827";"CLI0073866502";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER";0,205901283261083;0
"3828";"CLI0002626510";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3829";"CLI0016598080";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301787286134449;0
"3830";"CLI0043408709";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301705502412516;0
"3831";"CLI0041597777";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,687583697827681;0
"3832";"CLI0023987182";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"3833";"CLI0042979861";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,132158224000146;0
"3834";"CLI0042694348";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"3835";"CLI0040756915";"3_30_40";"CASADO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,638011422838764;0
"3836";"CLI0009946501";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,43684584365207;0
"3837";"CLI0010055052";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"3838";"CLI0044538581";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,427170231874375;0
"3839";"CLI0041857714";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,432343014466685;0
"3840";"CLI0007492410";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE";0,302583193869692;0
"3841";"CLI0018060979";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3842";"CLI0022244709";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,500060048724275;0
"3843";"CLI0006586948";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,132202749453623;0
"3844";"CLI0000202401";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204512602166266;0
"3845";"CLI0021541318";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"MUJER";0,256514211001729;0
"3846";"CLI0028305158";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,226965587739682;0
"3847";"CLI0043453092";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER";0,205901283261083;0
"3848";"CLI0043255573";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"3849";"CLI0029451213";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE";0,164256226805519;0
"3850";"CLI0009583992";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3851";"CLI0070930058";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,115226869500755;0
"3852";"CLI0040540899";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,427170231874375;0
"3853";"CLI0008087919";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,500060048724275;0
"3854";"CLI0032868468";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,257136580638721;0
"3855";"CLI0018225837";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"3856";"CLI0045299533";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3857";"CLI0021866095";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"3858";"CLI0006776418";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,257136580638721;0
"3859";"CLI0041852219";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3860";"CLI0047577026";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3861";"CLI0009820984";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"3862";"CLI0015983754";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301787286134449;0
"3863";"CLI0016713766";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER";0,690810505938472;0
"3864";"CLI0075336797";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,115226869500755;0
"3865";"CLI0045203390";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"3866";"CLI0048426336";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,186077881951427;0
"3867";"CLI0023994525";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,436043823231173;0
"3868";"CLI0045720206";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3869";"CLI0042849083";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,0798526835562102;0
"3870";"CLI0043010496";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"MUJER";0,30488867681578;0
"3871";"CLI0010714095";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,743675320525419;0
"3872";"CLI0045011109";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER";0,205901283261083;0
"3873";"CLI0009515115";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"3874";"CLI0008738429";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";"MUJER";0,205964757093349;0
"3875";"CLI0021781048";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,362971812058529;0
"3876";"CLI0007816958";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,13011454106374;0
"3877";"CLI0070499323";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204449460627603;0
"3878";"CLI0043229535";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,079824167618976;0
"3879";"CLI0040206627";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE";0,560004986469388;0
"3880";"CLI0047250137";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"3881";"CLI0005316433";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,197573387060294;0
"3882";"CLI0040894243";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"3883";"CLI0048098976";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,186077881951427;0
"3884";"CLI0009446565";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"HOMBRE";0,362218184289047;0
"3885";"CLI0041360974";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"3886";"CLI0007169427";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301787286134449;0
"3887";"CLI0044028415";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3888";"CLI0045948119";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,566926680557411;0
"3889";"CLI0060802712";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3890";"CLI0010065358";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127744040952476;0
"3891";"CLI0048309468";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"HOMBRE";0,144335290599613;0
"3892";"CLI0044916395";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3893";"CLI0046211370";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER";0,205901283261083;0
"3894";"CLI0070751656";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,115226869500755;0
"3895";"CLI0016155606";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200494709665198;0
"3896";"CLI0045030150";"3_30_40";"SOLTERO";"SIN_ESTUDIOS";"<600";"HOMBRE";0,462146794129646;0
"3897";"CLI0040936115";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"3898";"CLI0016769941";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,362971812058529;0
"3899";"CLI0026686021";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,131829105834606;0
"3900";"CLI0041626093";"3_30_40";"SOLTERO";"PRIMARIA";"<600";"HOMBRE";0,429350068019565;0
"3901";"CLI0072184216";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE";0,115226869500755;0
"3902";"CLI0025802033";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER";0,835880185181465;1
"3903";"CLI0048193660";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204449460627603;0
"3904";"CLI0043094522";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE";0,201863031631841;0
"3905";"CLI0043070363";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3906";"CLI0046923923";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER";0,307472585614991;0
"3907";"CLI0030827072";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,13011454106374;0
"3908";"CLI0007284869";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER";0,204512602166266;0
"3909";"CLI0041771519";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"3910";"CLI0004435872";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE";0,0796134226998306;0
"3911";"CLI0043300436";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,301705502412516;0
"3912";"CLI0070537266";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127700796197785;0
"3913";"CLI0009188842";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE";0,127744040952476;0
"3914";"CLI0021790208";"4_PLUS40";"CASADO";"PRIMARIA";"[600-1000>";"HOMBRE";0,249676612099129;0
"3915";"CLI0009679165";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER";0,690810505938472;0
"3916";"CLI0026673212";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER";0,20154749468729;0
"3917";"CLI0023276284";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,132202749453623;0
"3918";"CLI0042302012";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"3919";"CLI0047885481";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"3920";"CLI0009889755";"3_30_40";"CASADO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,501003650836339;0
"3921";"CLI0000966242";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,560808279561189;0
"3922";"CLI0020073322";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER";0,687583697827681;0
"3923";"CLI0004055401";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"HOMBRE";0,164704342402016;0
"3924";"CLI0041371407";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,43684584365207;0
"3925";"CLI0003372125";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER";0,436043823231173;0
"3926";"CLI0041381611";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"3927";"CLI0072965483";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE";0,200432496060631;0
"3928";"CLI0072977004";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER";0,226897491299519;0
"3929";"CLI0022314021";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE";0,556289875840595;0
"3930";"CLI0009665667";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,305662549850826;0
"3931";"CLI0042096836";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,30558017556658;0
"3932";"CLI0040817660";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER";0,691506543831308;0
"3933";"CLI0006806314";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER";0,43684584365207;0
"3934";"CLI0005620007";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER";0,13011454106374;0
